TID,Mental Space,Task tower,Atomic task,ID,Type,CleanType,Quote,Quote 2,Quote 3,Quote 4
539,Release quality,Run tests,Conduct smoke testing,PG,PE,PE,Next step is to do any smoke testing we do at this point.,,,
124,Release quality,Run tests,Deploy code,NC,QE,QE,[00:28:04] we are using linchpin and Ansible playbooks for our deployment. ,,,
500,Release quality,Run tests,Do testing on product,PG,PE,PE, or am I just testing myself,,,
99,Release quality,Run tests,Execute sanity tests,NC,QE,QE,[00:09:46] passed some sanity,,,
136,Release quality,Run tests,Execute tests in upstream and downstream,NC,QE,QE,[00:36:46] we execute all of these tests in downstream as well. [2.9] ,,,
97,Release quality,Run tests,Execute tests when getting the build,NC,QE,QE,[00:09:07] we will execute the same tests and some extra on downstream when we get the build.,,,
86,Release quality,Run tests,Run Jenkins jobs,NC,QE,QE,[00:03:57] And I just got it to work actually my Jenkins job just passed.,,,
463,Release quality,Run tests,Run smoke tests on initial builds,AS,PE*QE,QE,[00:47:09] we would then send this to QE via the method I discussed earlier with you UMB message those guys run some smoke tests which are essentially a very basic set of tests to test the sanity of the build to make sure it's something that they even want to take a look ,,,
325,Release quality,Run tests,Sanity test config file before building,RH,RCM,RCM,[00:35:53] Lisa basically preps a file that has her configuration from a previous time. There's a bunch of find and replaces. Sanity tests because every CDN distribution repository we have has a line in a CSV file which is a reflection of database entry.,,,
58,Release quality,Run tests,Test on same system as customers will run on,EE,PE*QE,QE,[00:06:57] It's mostly by QE teams which they can't break the system by using nested or VMs. They have to use bare metals. They have to use the same platform that the customer would use though they have no choice.,,,
572,Release quality,Run tests,Test packages attached to errata,MP,UD*QE,QE,And then it has a couple of automated tests and then QE comes around and tests those.,,,
71,Release quality,Run tests,Test that upgrades are possible,EN,PE*QE,QE,"[00:50:55] I mean do they actually have their systems which they check for fixes which was scheduled check, for example, if you can upgrade for previous release. Or even if you can upgrade to the new release from two releases back and they also do various tests and everything they find they create bugs and these bugs must be fixed in that release. ",,,
106,Release quality,Run tests,Try running builds to find what is missing,NC,QE,QE,[00:16:23] for 1.4 I was just asking one of my engineers today to just try it out see what's missing ,,,
435,Release quality,Run tests,Validate rules,AS,PE*QE,QE,[00:26:34] these are just a collection of the rules which would be validated by QE or by a release engineer,,,
577,Release quality,Share bugs & issues,Communicate when changes are needed,MP,UD*QE,QE,But generally I I stop paying attention to it. So like someone else would tell me if something's wrong. ,,,
112,Release quality,Share bugs & issues,Create issues in repository,NC,QE,QE,I was creating an issue for that in our repository,,,
82,Release quality,Share bugs & issues,Open bugs,NC,QE,QE,opening bugs,,,
402,Release quality,Share bugs & issues,Use bugzilla to track defects,AH,RCM*UD,UD,[00:24:59] engineering uses bugzilla to track defects in their software but also planning like feature features for the product and stuff like that. ,,,
45,Release quality,Test errata builds,Attach build to errata advisory,EN,PE,PE,[00:42:44] Once we attach our builds to advisory they are there are some processes going on the background for example various tests and checks running on these builds. It's much more easier to see the outcome of these checks if they only RPM or say containers for example. ,,,
56,Release quality,Test errata builds,Check on errata build status to see if it has passed automated tests,EN,PE,PE,[00:56:02] You attach a build and after a few hours you can check the status and see OK it's OK. Oh not OK. We need to improve it. ,,,
54,Release quality,Test errata builds,Know reasons that automated tests could fail,EN,PE,PE,"[00:54:34] If the test fails sometimes or usually there are known and expected the reasons it fails, ",,,
46,Release quality,Test errata builds,View outcomes of automated checks on errata advisory,EN,PE,PE,[00:42:44] Once we attach our builds to advisory they are there are some processes going on the background for example various tests and checks running on these builds. It's much more easier to see the outcome of these checks if they only RPM or say containers for example. ,,,
55,Release quality,Test errata builds,Write rule to waive known failures away,EN,PE,PE,"[00:54:55] So many of the core of the checks just, eh, looks, doesn't make sense for certain component and we can't disable these checks. One thing we can do is to create the rule to automatically waive such failures.",,,
111,Release quality,Write tests,Collaborate on job/test writing,NC,QE,QE,[00:17:41] Should have a downstream job which verifies that the build is working. We do want to collaborate on that. I mean I have the jobs which can do that. ,,,
134,Release quality,Write tests,Rewrite tests when things change,NC,QE,QE,Katie: [00:35:35] Do you have to go back and rewrite tests? Nelly: [00:35:41] Of course! If something changes.,,,
135,Release quality,Write tests,Update YAML files,NC,QE,QE,"[00:35:47] all this release, they are doing some API breaking changes so we need to go and change some YAML files. ",,,
110,Release quality,Write tests,Write job to determine if build is working,NC,QE,QE,[00:17:41] Should have a downstream job which verifies that the build is working. We do want to collaborate on that. I mean I have the jobs which can do that. ,,,
132,Release quality,Write tests,Write new scripts,NC,QE,QE,Katie: [00:35:09] How often do you write new scripts or tests? Nelly: [00:35:13] That should be constant.,,,
131,Release quality,Write tests,Write new tests,NC,QE,QE,Katie: [00:35:09] How often do you write new scripts or tests? Nelly: [00:35:13] That should be constant.,,,
133,Release quality,Write tests,Write test for every feature,NC,QE,QE,[00:35:23] each feature should have automated tests.,,,
95,Release quality,Write tests,Write tests for downstream CI,NC,QE,QE,[00:08:53] I do want to see at least a subset of our tests being executed everywhere... downstream CI.,,,
96,Release quality,Write tests,Write tests for upstream CI,NC,QE,QE,"[00:08:53] I do want to see at least a subset of our tests being executed everywhere, in upstream CI",,,
594,Ship it!,Announce releases,Announce release by component via email,VR,PM*UD,UD,Engineering usually shares. We have a program team list they shared. Then they send the link to the errata and everything and I think they do that by component,,,
168,Ship it!,Do release,Be involved with release throughout process,AH,RCM,RCM,[00:00:48] The level to which the release engineer is involved in the release compared to the engineers on a given product varies pretty wildly from product to product. ,,,
303,Ship it!,Do release,Deliver on time,RH,RCM,RCM,[00:50:12] To deliver bits to customers in a timely efficient and unbroken manner. Though when it's time to release we have bits alive and ready for customers usable when we say we're going to have them.,,,
443,Ship it!,Do release,Do 2 candidate releases on average before GA,AS,PE,PE,[00:37:25] On average we will do I would say 2 candidate releases now.,,,
369,Ship it!,Do release,Do release administration ,AH,RCM,RCM,"[00:55:32] You you have a little bit of the functionality available, and a lot of the regular workflow stuff can be automated, and actually that's what CEPH does for most of it. Very little button clicking in errata tool for CEPH, but when it comes to RCM side of things the product administration that release administration almost none of that can be done programmatically",,,
305,Ship it!,Do release,"Manual tasks to release Ubuntu, in parallel to standard release",AH,RCM,RCM,[00:14:42] for example CEPH ships Ubuntu contents as well and that can't be managed this way. So the Ubuntu system is a different style and it's the pipeline looks nothing like the RPM and RHEL side of things so there's just like parallel release process always happening at the same time for stuff that we just have to basically do everything twice for.,,,
306,Ship it!,Do release,"Manually perform small, automatable tasks",AH,RCM,RCM,[00:23:27] we're dealing with the day to day asks for the smaller level stuff that on other products we have automated.,,,
299,Ship it!,Do release,Start a final release,AH,RCM,RCM,[00:39:11] the RCM team is really in charge of pressing the final button to release.,"[00:25:26] The full release is all driven through errata tool. I just click button where beta, beta release is a lot of manual work sorting everything out.",[00:23:14] mostly a lot of the work is done ahead of release day. Release day is just doing the actual run of the script or running whatever to send it off the door. ,
40,Ship it!,Finalize errata,"Combine release, documentation, and change logs with errata tool",EN,PE,PE, [00:39:51] this errata tool thing which is the way we release I would say is the way we combine the release with documentation and the change logs.,,,
52,Ship it!,Finalize errata,Put bug fixed code in errata,EN,PE,PE,"[00:50:09] even after you have a tag and you added new features and you have a build and that builds is passed to QE, even at that point you can find bugs and they create bugs and these bugs are fixed before the release is out. ",,,
260,Ship it!,Monitor releases,Ask teammate in diff time zone to watch release,JB,RCM,RCM,"[00:33:25] I normally like I'll have somebody in like Bangalore or any of the time zones like Hey can you keep eye on this. You know if it fails, just kick it off again.",,,
261,Ship it!,Monitor releases,Check in periodically on release progress,JB,RCM,RCM,"[00:40:31] I'll get the, you know the hundred fifty emails, hey this failed or hey this finished. I tend to at least keep looking felt like an eye on it here. Then once you start seeing there will be a pattern of like. Like a batch will finish every like, 45 minutes, so I can kind of expect that every 45 minutes just pick in real quick to see if they failed",,,
162,Ship it!,Monitor releases,Schedule release engineers to watch release,AH,RCM,RCM,[00:45:37] Yeah usually what will happen is they'll ask a couple of people if we want to work on the weekend and then be like eight hours of watching a process go by and then pressing the restart button.,"[00:44:53] If it's Thursday and we need the security release. That probably means that me, maybe someone needs somebody in India and then two or three people on other teams are going to have to be on call or be around in case something breaks to address it and kick things back off which has given me a nice amount of toil leave but not a lot of sanity the past couple months.",,
265,Ship it!,Monitor releases,Watch & monitor release progress,AH,RCM,RCM,"[00:44:46] Usually what will happen is you'll push your container and then you'll be right at the end of the process and then you'll see like you know one task running, 350 waiting. Even though there are 20 available workers because they all just need this one resource",[00:43:24] It takes 60 hours to push all the images and that requires human involvement the entire time like around the clock. Because if at any point it fails a human has to determine how to restart it.,And then monitoring it from there on,"[00:06:56] And then there are days where we're actually releasing software. For CEPH, It takes me about 10 minutes of total work and about two hours of waiting and RHEL8 it takes five days to do it."
268,Ship it!,Monitor releases,Watch live logs during build,RH,RCM,RCM,[00:45:39] And when it is running we have like live - A live feed of logs - so we can keep an eye on how it is going. ,,,
264,Ship it!,Monitor releases,Watch release over weekend or overnight,AH,RCM,RCM,[00:45:37] Yeah usually what will happen is they'll ask a couple of people if we want to work on the weekend and then be like eight hours of watching a process go by and then pressing the restart button.,,,
266,Ship it!,Monitor releases,Watch the sending out of releases,JB,RCM,RCM,"[00:34:24] Yeah well it's not builds its the release of the builds to my customer or whatever, but same thing. it Takes longer to send it out then to build it.",,,
267,Ship it!,Monitor releases,Work over weekends to troubleshoot,JB,RCM,RCM,[00:23:47] the beta release I think I ended up working over the weekend and pulling in folks from I.T. for the database to look at something.,,,
328,Ship it!,Schedule release,Add calendar reminder to release,AH,RCM,RCM,[00:40:16] And then I just had a thing on my calendar and do it.,,,
329,Ship it!,Schedule release,Avoid pushing other products at same time as RHEL,AH,RCM,RCM,[00:42:16] whenever we have a RHEL release. We have a blackout window where no other products are allowed to push anything because it's too risky. ,,,
313,Ship it!,Schedule release,Plan around tool outages,JB,RCM,RCM,[00:45:47] Like pub and things that have outages... we're able to plan around that. ,,,
69,Ship it!,Security concerns,Waive security failures,EN,PE*PST,Other,[00:55:17] Sometimes it fails on something that is security related and then only the security team member can waive this failures so build can be attached to errata. ,,,
308,Ship it!,Ship release,Manually ship content not supported by dev ops tools,AH,RCM,RCM,[00:09:00] we also have to ship Ubuntu content and ISOs and appliance images and AMIs for AWS and all sorts of other ones.,[00:29:42] And then if you're working on a layered RHEL product probably about half of the stuff will be shipped through errata tool and the other half will do on the side.,,
316,Ship it!,Ship release,Send out appliance images,JB,RCM,RCM,"[00:08:40] today I'm shipping openstack 14 RC. That's pretty much consisting of sending out appliance images, sending out the containers, and sending out RPM packages. ",,,
317,Ship it!,Ship release,Send out containers,JB,RCM,RCM,"[00:08:40] today I'm shipping openstack 14 RC. That's pretty much consisting of sending out appliance images, sending out the containers, and sending out RPM packages. ",,,
318,Ship it!,Ship release,Send out RPM packages,JB,RCM,RCM,"[00:08:40] today I'm shipping openstack 14 RC. That's pretty much consisting of sending out appliance images, sending out the containers, and sending out RPM packages. ",,,
570,Ship it!,Write release notes,Document changes in errata,MP,UD,UD,"say hey I have a new cockpit package that fixes bugs one to three, and three four five, and five six seven and whatever. And then you document the changes there and then you attach your new package there.",,,
578,Ship it!,Write release notes,Send release announcements,MP,UD,UD,So number 10 here which is create the textual release announcement and then BCC three red hat internal mailing lists. ,,,
553,Ship it!,Write release notes,Write release notes,MP,UD,UD,takes that as a new release then writes release notes and documents everything.,,,
323,Team management,Team management,Assign delegate for team,JB,RCM,RCM,"[00:12:14] Our team normally uses like a delegate for certain tools. Like we have one for I.T. We have some for sysops, and just other tooling",,,
324,Team management,Team management,Assign RCM engineer to make changes across many products,AH,RCM,RCM,"[00:27:27] The projects are the sort of improvements or widely applicable fixes that need to happen. For example. There was a tool called Distill that was replaced by a tool called bungee. But the switchover required some amount of effort that varied based on the product. Of course, so every engineer, release engineer that was associated with a product that was using distill had to go and make all these changes. In order to sunset that tool in a reasonable amount of time, that was like a project that was coordinated independently so that it wasn't just waiting for each release engineer to get around to it. So a couple of people were dedicated to going in making this configuration changes on behalf of everybody.",,,
256,Team management,Team management,Co-pilot a product release,RH,RCM,RCM,"[00:21:35] at the same time I'm also involved in open shift as what we're calling a co-pilot because we had because it's one product that's too big for any one release engineer to handle, and our primary engineer for open shift is also in Bangalore, So it helps to have a US time zone face so people can raise concerns on the fly.",,,
322,Team management,Team management,Delegate technical work to others,RH,RCM,RCM,[00:53:18] I'm transitioning away from the technical role of open shift release engineered to being more of a they're calling it a front of the house sort of person. So maintaining and expanding a little bit those those like face to face people conversation responsibilities while delegating some of the delegating that technical work to others.,,,
383,Team management,Team management,Distribute product work around team,Ryan,RCM*Mgr,Other,[00:52:31] what was two products is now like six. And we were our managers work to distribute those as necessary. ,,,
275,Team management,Team management,Hire new team members,AH,RCM,RCM,[00:16:19] we need to hire two new people for each product basically. We're adding products a lot faster than we're adding people. ,,,
277,Team management,Team management,Onboard new team members,AH,RCM,RCM,[00:16:19] we need to hire two new people for each product basically. We're adding products a lot faster than we're adding people. ,,,
225,Tickets,Assign tickets,Assign tickets which are unassigned,RH,RCM,RCM,"[00:25:34] there's the the unassigned queue which we have a couple of folks... We, I Kind of like glance at every once in a while I'll see if I see anything that looks like it's mine, but we have a couple of like a person in each time zone who's like looking at the queue actively triaging issues. ",,,
226,Tickets,Assign tickets,Check unassigned queue for relevant work,RH,RCM,RCM,"[00:25:34] there's the the unassigned queue which we have a couple of folks... We, I Kind of like glance at every once in a while I'll see if I see anything that looks like it's mine, but we have a couple of like a person in each time zone who's like looking at the queue actively triaging issues. ",,,
341,Tickets,Assign tickets,Track tasks that are needed on a certain date or stage,AH,RCM,RCM,"for RHEL8 we have a certain stage, I think it's called development phase exit. And at that point we enable errata tool base gating to prevent new builds from entering the nightly composes automatically. So at that point if you tag inheritance and brew for that version and representing that with any of our existing systems is really difficult. So it's basically up to release engineering to sort of remember to do a task on a date and then coordinate the effects of that with the rest of the program.",,,
234,Tickets,Assign tickets,Write tickets for planned work,AH,RCM,RCM,[00:27:03] Yeah probably like 15 to 25 hours a week of meetings and tickets and then planned work which we try to track with tickets. ,,,
229,Tickets,Monitor tickets,Look at ticket queue for work,RH,RCM,RCM,"[00:23:30] I have two ticket queues. One is like day to day product work so, something needs a dist-git branch - or well a lot of that is self-service now - but mean it has a brew problem like their build is failing. I'll go through some of those tickets, and answer those. ",,,
230,Tickets,Monitor tickets,View all tickets assigned to you,AH,RCM,RCM,[00:24:26] people open a ticket on a website and then it'll get automatically assigned to the person who is working on your product. ,,,
231,Tickets,Monitor tickets,Watch for tickets from Comet,JB,RCM,RCM,[00:05:46] Comet is basically a ticket system Right now. They're working on automating a lot of it but it fires off a ticket it to us to set up the repos. It also fires off a second ticket to set it up into the registry.,,,
397,Tickets,Request to RCM,File tickets with RCM,JB,RCM*PM,PM,"[00:21:36] For the most part - tickets. They do know to file tickets and though some people reach out directly to me on their channel or just directly in IRC. Emails are always another, email is probably the cheapest way for people to get hold of me because everybody they can include everybody in the world.",,,
591,Tickets,Request to RCM,Request build repositories,VR,PM,PM,we also request the repositories which are different for build than for delivery,,,
583,Tickets,Request to RCM,Request comet containers,VR,PM,PM,we in the packages we used to fill the forms for creating match containers comet.,,,
592,Tickets,Request to RCM,Request delivery repositories,VR,PM,PM,we also request the repositories which are different for build than for delivery,,,
590,Tickets,Request to RCM,Request images from RCM to trigger productization process,VR,PM,PM,Now we know that we have to request those images which is the thing that triggers the whole process.,,,
584,Tickets,Request to RCM,Request RPMs from RCM,VR,PM,PM,"we had been asked to create RPMs to request for the RCMs, repositories",,,
581,Tickets,Trigger,Trigger productization process,VR,PM,PM,like some knowledge about how to trigger the productization process which I think it's still triggered by product managers.,,,
227,Tickets,Work on ticket,Complete tickets requested from others,AH,RCM,RCM,[00:27:03] Yeah probably like 15 to 25 hours a week of meetings and tickets and then planned work which we try to track with tickets. ,,,
228,Tickets,Work on ticket,Follow instructions in tickets exactly (sometimes),AH,RCM,RCM,"[00:35:55] what happens is they open a ticket for something and they're the expert on it. So we just do the thing that they ask us to do it. So, it is a complete waste of their time. And our time.",,,
206,Tickets,Work on ticket,Whitelist products,AH,RCM,RCM,"[00:36:34] If a package is not on the whitelist for the base tag in the build system brew, then when a developer tries to build it that product, at the end of the build, even if the build succeeds, it will fail because the build wasn't allowed in the in the product. The only people who know which builds should be allowed in the product are the RHEL engineering. But the only people with permission to whitelist packages are RCM. They're the experts, and they already use all the tools except that one tool will not allow them to run this one command because the permission. And RCM has the permission.",,,
232,Tickets,Work on ticket,Work on ticket assigned,AH,RCM,RCM,"[00:24:40] someone will go in and push the ticket through the stages of the workflow, do the work, and then ask for feedback. ",,,
233,Tickets,Work on ticket,Work through tickets,JB,RCM,RCM,"[00:21:36] For the most part - tickets. They do know to file tickets and though some people reach out directly to me on their channel or just directly in IRC. Emails are always another, email is probably the cheapest way for people to get hold of me because everybody they can include everybody in the world.",,,
348,Troubleshooting,Error communication,Be paged for urgent issues,JB,RCM,RCM,The only time I've ever been paged and it was always there in the Christmas shutdown it seemed like... There was a CVE that had to go out the door for like the RHEL guest image ,,,
351,Troubleshooting,Error communication,Get report of error codes when tasks fail,AH,RCM,RCM,"[00:19:57] I don't know how familiar you are with command line tools but generally speaking if you have an error it report a certain error code so that you your other programs that are invoking it know that an error occurred. But there are a lot of tools that are like the official tool that should be used for releasing. Fortunately most of these are being deprecated but there still some around, where basically even if an error happens it reports success. So you have no way of knowing",,,
344,Troubleshooting,Troubleshoot build failures,Fix a failing build for a team,RH,RCM,RCM,"[00:23:30] I have two ticket queues. One is like day to day product work so, something needs a dist-git branch - or well a lot of that is self-service now - but mean it has a brew problem like their build is failing. I'll go through some of those tickets, and answer those. ",,,
350,Troubleshooting,Troubleshoot build failures,Follow flowchart to troubleshoot tools that fail,AH,RCM,RCM,[00:12:38] This is an example of a command that will fail like actually more than half the time so it is actually like other flowchart of like what you do if it fails in this way.,,,
353,Troubleshooting,Troubleshoot build failures,Have builds fail unexpectedly and need to troubleshoot,AH,RCM,RCM,"[00:32:34] But by the time it gets to RCM something is right and then we have to like do the circle back and forth for a little while between two groups instead of having, you know, one group kind of take care of the problem.",,,
355,Troubleshooting,Troubleshoot build failures,Interpret opaque build failure messages,RH,RCM,RCM,"[00:46:03] a lot of the time though, the failure itself isn't entirely transparent. You'll see this like connection timeout. ",,,
345,Troubleshooting,Troubleshoot build failures,Look at logs to troubleshoot failure after being alerted,JB,RCM,RCM,"[00:24:20] Mostly just looking at the logs seeing what's going wrong, and nine times out of ten it's not anything we did wrong. It's just either retry or reach out to the folks that this error appears to belong to. ",,,
280,Troubleshooting,Troubleshoot build failures,Receive emails about failures,JB,RCM,RCM,"[00:24:07] Email. So, pub, whenever it accepts a job it will... It Starts the logging. And if it fails it'll send out whoever started the job. ",,,
356,Troubleshooting,Troubleshoot build failures,Troubleshoot automation issues,AH,RCM,RCM,[00:22:51] No part during that building development cycle does RCM need to get involved unless there's a problem with the automation. ,,,
346,Troubleshooting,Troubleshoot build failures,Troubleshoot builds and appliances,JB,RCM,RCM,"[00:02:16] I do for RCM like image building, appliance building, kind of help troubleshooting with that. ",,,
25,Troubleshooting,Troubleshoot build failures,Troubleshoot failures in builds,EN,PE,PE,"[00:18:49] I had to do very in-depth research to to understand what these failures mean, for example, how they affect the component or their release and at the end all of that information ended in the Downstream document. That's how it grow up to 30 pages. ",,,
347,Troubleshooting,Troubleshoot build failures,Work with other teams to troubleshoot build failures,RH,RCM,RCM,[00:46:43] you're having conversation with like one of three teams usually a combination thereof because sometimes even they have to kind of look at logs and their ends and see where it actually falls.,,,
137,Troubleshooting,Troubleshoot QE systems,Deal with issues from different development environments,NC,QE,QE,[00:37:09] Our environments are not the same. So if they make an assumption and we don't have this assumption that they're making its a portal or something... Then we get broken or tests are being skipped ,,,
130,Troubleshooting,Troubleshoot QE systems,Troubleshoot deployment issues,NC,QE,QE,"[00:34:39] spending most of its time on figuring out issues with OpenShift deployment and OCS deployment and trying to get that working and creating our jobs and understanding why, why they break. ",,,
352,Troubleshooting,Troubleshoot release failures,Handle exceptions in release process,AH,RCM,RCM,[00:15:51] we spend 90 percent of our time taking care of exceptions.,,,
295,Troubleshooting,Troubleshoot release failures,Restart releases after failures,AH; JB,RCM,RCM,AH [00:43:24] It takes 60 hours to push all the images and that requires human involvement the entire time like around the clock. Because if at any point it fails a human has to determine how to restart it.,"JB Containers is usually the fun part because that may take 40 hours to get all those out the door and they may fail. They may not. The bad part with containers is that if they fail, it's usually about halfway or three quarters of the way through and you start the process over. ",,
187,Troubleshooting,Troubleshooting,Collaborate with other teams to troubleshoot issues,AH,RCM,RCM,"[00:32:34] But by the time it gets to RCM something is right and then we have to like do the circle back and forth for a little while between two groups instead of having, you know, one group kind of take care of the problem.",,,
459,Troubleshooting,Troubleshooting,Fix assembly issues while building,AS,PE,PE,[00:45:00] in amongst this we'll be fixing other assembly issues,,,
440,Troubleshooting,Troubleshooting,Fix things between releases,AS,PE,PE,[00:34:11] we quite obviously fix a lot of things between releases and also during a release phase.,,,
525,Troubleshooting,Troubleshooting,"If missing a merge, troubleshooting",PG,PE,PE,[00:39:20] I wasted about three days last time by missing a merge between 3.5.4 Release vertex. And then it came along to the 3.6.0 And I merged forward what I thought were all the changes. And I missed two of them and the regressions were caught at QE time which wasted about 4 days of development time. ,,,
358,Troubleshooting,Troubleshooting,Look back at trace to troubleshoot,RH,RCM,RCM,[00:45:55] You have admin privileges you can even look at the trace back itself if you need to.,,,
238,Troubleshooting,Troubleshooting,Provide checks for teams in an RCM system,JB,RCM,RCM,"[00:43:50] They had their own system and when they discovered hey this is missing they'd always come to us. Well you didn't run it through our system, We could've told its missing.",,,
526,Troubleshooting,Troubleshooting,Roll back process to beginning when issues,PG,PE,PE,"[00:39:45] I had to go back. Basically roll back all the process, start again, merge all the stuff back in, run it through PNC, all the way through the systems, blah blah blah.",,,
449,Troubleshooting,Troubleshooting,Support custom tooling,AS,PE,PE,Right now it's the main responsibility for developing fixes and some extension features on productization team. Effectively it's done by productization team right now as additional work.,,,
429,Upstream processes,Community development,Change without regard for downstream productization,AS,PE*UD,UD,[00:18:21] upstream is changing without notification of us.,,,
574,Upstream processes,Community development,Convince others to adopt your changes,MP,UD,UD,"like about the RHEL process it's really hard to do this because it involves like knowing who to talk to, finding people, begging them to acknowledge your bug.",,,
477,Upstream processes,Community development,Deprecate old packages and items,PG,PE*UD,UD,[00:04:47] Minor release depends on the Upstream Group groups some of them can deprecate things at that level - they're not supposed to either ,,,
471,Upstream processes,Community development,Do community release,PG,PE*UD,UD,"[00:02:39] So the upstream, Basically they stop at the point that they have done a community release.",,,
551,Upstream processes,Community development,Engineer asks team if there is anything for the release,MP,UD,UD,like on the day before we say OK. Is there anything pending that people have which will make the release,,,
483,Upstream processes,Community development,Make changes that may affect PE,PG,PE*UD,UD,[00:07:49] many of the engineers upstream don't realize the implications of what they do and what what what effects that'll have. I really can't tell them not to do it. They're free to do whatever they want in the Upstream. ,,,
550,Upstream processes,Community development,Release at end of each sprint,MP,UD,UD,[00:11:14] at the end of every cycle at the end of every sprint 14 days we do a release. So Every other Wednesday. ,,,
555,Upstream processes,Community development,Review proposed changes from contributors,MP,UD*PM,PM,all the changes that we want to do well are still doing to RHEL 8 they need to be reviewed by [?] Team and by product management,,,
417,Upstream processes,Community development,Use 3rd party artifacts,AS,PE*UD,UD,[00:10:49] our community side might be using an artifact and it may exist in the community in maven central or in the JBOSS repository but it doesn't exist in brew's repository.,,,
562,Upstream processes,Do upstream release,Fork features,MP,UD,UD,"If you would land a big unrelated feature in master now, in the upstream releases and you would have to call this fork.",,,
554,Upstream processes,Do upstream release,Upload releases directly to pre-beta RHEL,MP,UD,UD,So during that time until the beta freeze I was actually able and also I was actually uploading all the 14 days releases directly to RHEL on the same day. ,,,
565,Upstream processes,Fix bugs,Do pull request with new code,MP,UD,UD, In upstream there is the RHEL 7 6 branch. And we propose a pull request that exports the patch and then all the CI machinery runs again and tells us if it's good. And if it's good then it lands on the RHEL 76 branch and then we kind of release from that. ,,,
77,Upstream processes,Fix bugs,Fix bugs identified by QE,EN,PE*UD,UD,"[00:50:09] even after you have a tag and you added new features and you have a build and that builds is passed to QE, even at that point you can find bugs and they create bugs and these bugs are fixed before the release is out. ",,,
556,Upstream processes,Fix bugs,Fix bugs logged in bugzilla,MP,UD,UD,Then if someone says we need this feature or this bug fix into RHEL 8. then somebody writes a bugzilla like a bug report,,,
564,Upstream processes,Fix bugs,Fix customer issues in the upstream,MP,UD,UD,So when we bring a customer says this is broken in RHEL 7 6. And at some point we fix this upstream. ,,,
445,Upstream processes,Fix bugs,Fix issues identified by QE,AS,PE*UD,UD,They may find issues that the community team need to fix. Then the community team will address that. We will get a new hand over,"] It of course could happen that it comes back to me and say, comes off just tests the packets and says well here's the problem with it. I mean sometimes it's like there is an architecture missing or unforeseen stuff. Then it comes to me and he sends it back and talks to me and then I want me to figure it out",,
557,Upstream processes,Fix bugs,Upload bug fixed branches,MP,UD,UD,"And once all of these are accepted that means like yes this is accepted for RHEL, then we backport like the change and apply it to to our RHEL branch and then upload that.",,,
51,Upstream processes,Plan releases,"Add features, via base bugs, on errata advisories",EN,UD,UD,"00:47:27] each change in the code is the result of a bug. A bug sometimes can be a real bug. I mean someone found something not working and he created a bug. But sometimes we only have features, but we still need bugs because that's the way we add the changes we did in the code.",,,
59,Upstream processes,Plan releases,Agree on features to be part of release,EE,PE*UD,UD,[00:13:25] the development teams agreeing on features that will be part of the release. ,,,
61,Upstream processes,Plan releases,Create tag to mark development to release,EN,PE*UD,UD,"[00:06:26] So in upstream where the development is happening at some point they decide okay from from this code what we have till that point. We do a build and then they use this feature of the source control management system which is called tagging. They put a tag, and say, the tag say V093 for example and they call it... But I guess for some reason and we say Okay from this tag we actually do a build. ",,,
579,Upstream processes,Plan releases,Define what parts of the upstream to productize,VR,PM,PM,we were involved in defining what parts of the upstream we want to make it through the product itself.,,,
568,Upstream processes,Plan releases,Do development based on mailing list requests,MP,UD,UD,then there is of course the RHEL8 development list. Sometimes people say hey we need to make this kind of changes to all the packages or we have this problem. We discussed it there and sometimes work also comes from there.,,,
566,Upstream processes,Plan releases,Plan releases,MP,UD,UD,future planning is mostly Jira,,,
567,Upstream processes,Plan releases,Plan releases with other teams,MP,UD,UD,"This is sitting down with like other teams in sprints at dev conf, or meetings like this one and then we discuss stuff and then we put it there. ",,,
563,Upstream processes,Plan releases,Plan to avoid feature development during stabilization,MP,UD,UD,Now until the next milestone which is December 18. We we are actually trying to avoid not putting too many new features into the ustream,,,
597,Upstream processes,Plan releases,Set up product schedule,MM,PM,PM,setting up a product schedule,,,
607,Upstream processes,Plan releases,Track and document changes,MM,PM,PM,Change management change management is a big one and the bigger the product you have the more important that [,,,
558,Upstream processes,Upstream CI,Run extensive automated testing,MP,UD,UD,"basically everything that we land upstream, like every pull request, it gets tested on like I don't know, 12 different operating systems including of course RHEL 7.6 And RHEL 8 but also lots of others. And so only if all the 200 tests pass on on all the twelve whatever operating systems that we land to change.",,,
561,Upstream processes,Upstream CI,Write bots to do CI tasks,MP,UD,UD,"it's not just doing CI for us, it's also doing routine maintenance for us. We call these bots. ",,,
16,Upstream processes,Upstream communication,Communicate expectations with new upstream teams,EE,PE,PE, [00:14:52] always working with new teams to help them follow the downstream process. ,,,
10,Upstream processes,Upstream communication,Communicate needs to upstream teams,EE,PE,PE,"00:13:40] And this is productization this is where we come and say ""oh you remember you need to do this and this and this""",,,
17,Upstream processes,Upstream communication,Create detailed productization process document (for upstream communication),EE,PE,PE,[00:16:29] We created this very detailed document what what everyone should do and it really helped. ,,,
19,Upstream processes,Upstream communication,Release based on tag from upstream,EN,PE,PE,[00:02:31] From this point we do release so in this document we had a tag from upstream which points at some point of time in the development of the upstream project. ,,,
547,Upstream processes,Upstream communication,Request that upstream change things ,PG,PE,PE,Oh well I just changed it because it's a newer version. No change it back! When there's no reason... ,,,
